x,y,outcome,offset,x1,x2,x3
2,9,37,1,1,0.787778854,3.314631396
2,9,43,1,1,6.849014183,6.642573774
2,9,15,1,1,5.85245939,2.96698034
2,9,106,1,1,6.938043583,2.298795158
2,9,21,1,1,2.052740219,6.773634649
2,9,25,1,1,1.316682985,3.464944633
2,9,94,1,1,3.147494366,4.370771172
2,9,96,1,1,4.419934536,4.896811761
2,9,29,1,1,3.908051883,3.30582398
2,9,96,1,1,8.314913691,2.853189119
2,9,114,1,1,1.194151172,5.288707887
2,9,27,1,1,3.763278815,2.282442065
2,9,235,1,1,6.340280067,4.697304946
2,9,198,1,1,8.924775303,4.45031733
2,9,38,1,1,3.645678309,4.165088662
2,9,218,1,1,9.09627172,3.500049748
2,9,53,1,1,3.964331538,2.920138116
2,9,88,1,1,9.023170826,2.354389832
2,9,203,1,1,7.415317215,2.669978056
2,9,62,1,1,6.544057016,2.887289038
2,9,56,1,1,1.809007678,3.96992318
2,9,30,1,1,4.875903322,4.232381612
2,9,318,1,1,7.861566227,4.966141299
2,9,170,1,1,4.325857595,5.133803503
2,9,96,1,1,8.921665864,3.627664451
2,9,128,1,1,4.970125212,2.785003864
2,9,234,1,1,9.155444661,4.358816524
2,9,312,1,1,8.911194073,5.635868075
2,9,352,1,1,6.621008546,5.310045254
2,9,12,1,1,0.586513348,3.723302245
2,9,75,1,1,1.476806751,3.610247439
2,9,148,1,1,9.443960695,6.236912642
2,9,90,1,1,4.420991814,5.106185875
2,9,102,1,1,0.793534998,4.877329236
2,9,29,1,1,1.739474111,6.931424526
2,9,64,1,1,4.439566767,3.283797225
2,9,68,1,1,1.190190364,5.838471382
2,9,31,1,1,7.484489342,3.509483651
2,9,120,1,1,3.58358294,5.312879349
2,9,44,1,1,1.514620634,2.218540057
2,9,181,1,1,9.869809575,2.804672428
2,9,53,1,1,2.769853115,5.391827897
2,9,91,1,1,0.344409595,4.796505583
2,9,17,1,1,2.27247938,5.968627718
2,9,310,1,1,7.239578661,4.97418705
2,9,50,1,1,5.144729505,2.048385183
2,9,108,1,1,7.807196372,2.944703294
2,9,136,1,1,5.198119013,3.35876277
2,9,217,1,1,6.241916944,6.771934605
2,9,290,1,1,0.974040744,5.06898033
2,9,325,1,1,3.517885786,5.893174596
2,9,37,1,1,1.254863672,2.143331841
2,9,95,1,1,7.887003159,6.200300663
2,9,325,1,1,9.430806774,5.027310265
2,9,9,1,1,3.107659131,4.641723917
2,9,22,1,1,1.994102368,3.286893598
2,9,66,1,1,0.605503899,2.647217592
2,9,173,1,1,7.468275417,6.827598036
2,9,76,1,1,7.680553179,2.012640941
2,9,95,1,1,2.12824522,6.140653512
2,9,87,1,1,6.976428926,2.265881541
2,9,140,1,1,8.425214723,2.538753973
2,9,614,1,1,9.46748164,4.738828249
2,9,83,1,1,2.778327259,4.08989261
2,9,226,1,1,2.557518704,6.952967736
2,9,256,1,1,2.143271287,6.185251422
2,9,205,1,1,6.583252251,3.274862813
2,9,184,1,1,7.728663433,3.097695903
2,9,113,1,1,8.080903672,5.818237382
2,9,25,1,1,8.086244725,2.931277717
2,9,46,1,1,1.184838449,4.623889033
2,9,240,1,1,1.485981144,6.032186249
2,9,586,1,1,5.335258371,5.357314414
2,9,139,1,1,4.752800325,5.265084377
2,9,90,1,1,9.178045658,6.860452083
2,9,624,1,1,8.18484874,6.378948556
2,9,173,1,1,6.678886641,4.60737017
2,9,101,1,1,2.669046364,5.844102682
2,9,258,1,1,7.389277719,4.383128737
2,9,24,1,1,0.370095651,3.762071997
2,9,35,1,1,4.996093,3.217527968
2,9,131,1,1,2.25636231,3.205839967
2,9,67,1,1,2.152777638,5.179138991
2,9,29,1,1,4.911442437,5.797414601
2,9,26,1,1,4.936543662,4.060070472
2,9,24,1,1,0.896984031,2.157317812
2,9,324,1,1,9.379278853,5.376404482
2,9,19,1,1,0.740888032,3.185125975
2,9,54,1,1,3.356221296,3.331449494
2,9,23,1,1,4.442055131,2.43014587
2,9,82,1,1,9.067653724,2.546247333
2,9,88,1,1,2.933170718,4.460785964
2,9,51,1,1,1.672551965,6.620254263
2,9,219,1,1,6.514365682,6.974990431
2,9,637,1,1,9.218126601,6.490884954
2,9,391,1,1,2.945267409,5.457851364
2,9,287,1,1,5.578031286,2.971156096
2,9,15,1,1,0.466675657,5.526730495
2,9,42,1,1,2.299078837,5.164529639
2,9,619,1,1,9.265010434,6.581389138
2,9,45,1,1,0.524589597,4.783841275
2,9,65,1,1,1.099620029,5.633257689
2,9,129,1,1,8.668652441,2.857071438
2,9,328,1,1,9.526759822,2.229857008
2,9,523,1,1,5.719178106,5.382569767
2,9,261,1,1,9.835753471,2.602813711
2,9,158,1,1,2.84461736,4.0163023
2,9,43,1,1,1.305772405,2.79996993
2,9,163,1,1,2.998019982,3.422707247
2,9,249,1,1,9.969656464,3.935578944
2,9,133,1,1,4.632288052,2.052756474
2,9,13,1,1,1.911947367,3.561665046
2,9,32,1,1,5.464203032,4.373211437
2,9,200,1,1,3.564355532,6.328574177
2,9,29,1,1,1.189162233,4.909677346
2,9,1182,1,1,8.324533973,5.810953433
2,9,152,1,1,6.083622026,6.314445153
2,9,142,1,1,8.284393237,2.674339167
2,9,68,1,1,1.515365707,4.149414073
2,9,28,1,1,2.248799338,2.560215011
2,9,704,1,1,9.696810551,3.731523001
2,9,71,1,1,3.808058489,4.553459779
2,9,29,1,1,6.179847864,4.424553329
2,9,52,1,1,2.212908553,3.585680415
2,10,527,1,1,5.053963975,6.336433524
2,10,38,1,1,2.64782557,5.023718382
2,10,37,1,1,4.729885123,2.518407624
2,10,181,1,1,5.487426653,6.285415382
2,10,366,1,1,9.410276354,3.576069909
2,10,213,1,1,9.95635536,4.081540523
2,10,90,1,1,1.107221404,4.045013342
2,10,157,1,1,5.978197941,3.417077208
2,10,166,1,1,8.895632104,2.501306756
2,10,98,1,1,7.564479365,5.478552653
2,10,140,1,1,3.073377633,6.5347812
2,10,494,1,1,8.017729002,5.033153976
2,10,125,1,1,7.817075707,4.558332248
2,10,608,1,1,6.421922245,5.033420822
2,10,222,1,1,4.325352705,5.999559141
2,10,87,1,1,2.751778385,6.133433985
2,10,188,1,1,8.814087895,2.464288961
2,10,259,1,1,5.486265745,5.709922341
2,10,283,1,1,6.529051589,4.735979428
2,10,123,1,1,4.101440938,3.905521376
2,10,30,1,1,3.605408049,2.004365403
2,10,70,1,1,8.406619134,2.887640895
2,10,1200,1,1,8.311843264,6.346100922
2,10,49,1,1,3.761738644,5.671248413
2,10,34,1,1,0.305401543,4.155355413
2,10,80,1,1,2.998081666,6.560959495
2,10,79,1,1,8.719480403,3.954148376
2,10,265,1,1,3.006401973,6.245818861
2,10,718,1,1,8.853371606,6.780985262
2,10,9,1,1,7.128451194,3.406781651
2,10,116,1,1,8.085071084,5.369823599
2,10,73,1,1,8.209293616,6.47101638
2,10,51,1,1,0.929334433,2.202713885
2,10,34,1,1,7.469185271,5.12906746
2,10,155,1,1,9.225908527,4.668481435
2,10,85,1,1,4.190935227,4.345045407
2,10,408,1,1,9.367893152,2.723217113
2,10,478,1,1,4.8524381,6.473762275
2,10,59,1,1,1.609897858,5.869720201
2,10,62,1,1,0.177929027,5.43661199
2,10,2,1,1,2.954498982,4.163495187
2,10,115,1,1,2.69334628,4.900599502
2,10,68,1,1,2.842919599,6.498859069
2,10,351,1,1,3.601395657,3.046810576
2,10,139,1,1,6.710134572,3.085581324
2,10,40,1,1,1.875546076,4.579552769
2,10,95,1,1,3.372141077,3.186578696
2,10,115,1,1,2.99131144,4.403828618
2,10,135,1,1,8.787693633,2.356600985
2,10,219,1,1,3.947063462,2.023455774
2,10,124,1,1,5.695020784,2.415100619
2,10,63,1,1,1.809149663,2.083228475
2,10,72,1,1,2.179926383,4.698824877
2,10,114,1,1,6.541330785,6.918676657
2,10,85,1,1,2.36877114,6.894765564
2,10,419,1,1,6.913753231,5.242953372
2,10,192,1,1,6.009924358,2.063826542
2,10,700,1,1,9.744994509,6.840837226
2,10,961,1,1,8.750001279,6.211782388
2,10,358,1,1,7.789525984,5.430677381
2,10,40,1,1,2.17061264,3.565264358
2,10,134,1,1,2.117125129,6.728858109
2,10,57,1,1,1.575049955,4.079880313
2,10,465,1,1,9.128851949,3.830269817
2,10,260,1,1,7.531143738,2.674315393
2,10,111,1,1,1.250727619,3.437493243
2,10,95,1,1,0.211695664,5.935654997
2,10,338,1,1,8.181822108,5.515174475
2,10,137,1,1,1.641623513,5.026384776
2,10,62,1,1,4.260140231,6.163449962
2,10,47,1,1,2.383304158,2.860488442
2,10,187,1,1,7.062640373,3.160548849
2,10,244,1,1,3.96234729,5.398815803
2,10,43,1,1,4.034899953,6.023178457
2,10,107,1,1,0.17725111,5.909558477
2,10,106,1,1,6.207566545,3.340226468
2,10,51,1,1,6.020508983,3.843300467
2,10,79,1,1,6.388059491,4.132045651
2,10,115,1,1,9.118063955,2.439350191
2,10,52,1,1,0.165555068,3.695552698
2,10,23,1,1,0.36135765,4.674845215
2,10,61,1,1,7.625629057,2.748286375
2,10,81,1,1,8.257445604,2.660919586
2,10,80,1,1,0.192372143,4.47705804
2,10,33,1,1,0.415141848,3.509095291
2,10,20,1,1,3.204433217,2.191054917
2,10,72,1,1,7.070126668,2.485105716
2,10,90,1,1,1.861125993,6.333792933
2,10,155,1,1,6.547445547,4.589932349
2,10,245,1,1,8.8985779,5.617631149
2,10,87,1,1,9.164668057,5.283812283
2,10,21,1,1,4.258392004,5.447262229
2,10,155,1,1,6.808032979,2.271773565
2,10,76,1,1,5.645437514,2.30743204
2,10,162,1,1,8.967545039,3.408483127
2,10,536,1,1,5.510388593,5.271005942
2,10,699,1,1,9.192265471,4.503768746
2,10,410,1,1,4.751033067,5.846052604
2,10,207,1,1,1.486696682,4.315092029
2,10,44,1,1,0.91694002,4.463306209
2,10,120,1,1,2.678541073,5.299125931
2,10,86,1,1,1.926273264,6.582365106
2,10,243,1,1,6.636481386,4.649952967
2,10,137,1,1,9.719781255,4.721868425
2,10,402,1,1,1.463077076,6.600914627
2,10,586,1,1,8.582118709,6.095760625
2,10,21,1,1,0.734801608,3.313651404
2,10,216,1,1,8.271081826,2.130041811
2,10,956,1,1,9.807372615,4.185359261
2,10,75,1,1,5.15898725,2.561526176
2,10,8,1,1,2.040313555,2.613231431
2,10,94,1,1,5.895059448,5.85464781
2,10,104,1,1,6.760284163,6.457911082
2,10,126,1,1,5.975172313,3.169704062
2,10,34,1,1,7.441577615,3.930440595
2,10,182,1,1,3.226094287,5.840157631
2,10,37,1,1,0.007000496,4.76943398
2,10,21,1,1,0.008085495,2.159215076
2,10,594,1,1,8.252076874,3.855762119
2,10,38,1,1,1.68142017,5.130141695
2,10,46,1,1,4.075735367,5.007434005
2,10,34,1,1,0.276175617,3.754261261
2,10,547,1,1,7.358040432,4.636328173
2,10,110,1,1,4.360905223,2.925340253
2,10,76,1,1,4.71779857,3.921318893
2,10,154,1,1,2.303161162,6.948917782
2,10,110,1,1,2.738473475,5.297444716
2,10,50,1,1,2.247152086,3.295844037
2,10,61,1,1,0.031374033,4.331589165
2,10,26,1,1,1.315176935,5.675719523
2,10,25,1,1,6.122174576,3.446255058
2,10,57,1,1,1.507405628,4.000832199
2,10,57,1,1,9.413487973,2.73385021
2,10,3,1,1,2.657772989,3.520168483
2,10,47,1,1,2.52288371,4.548072172
2,10,11,1,1,0.590949666,2.922879699
2,10,53,1,1,4.894114093,2.91049241
2,10,19,1,1,5.050880086,3.217099321
2,10,432,1,1,6.82669362,4.369276792
2,10,157,1,1,3.401877473,3.284549885
2,10,75,1,1,4.105319666,6.101457325
2,10,56,1,1,0.026417044,3.427696182
2,10,172,1,1,2.494980054,6.838211007
2,10,29,1,1,3.837345446,6.119395818
2,10,201,1,1,5.736084196,5.619608275
2,10,34,1,1,0.044542609,6.566001372
2,10,149,1,1,9.412213101,3.106153155
2,10,329,1,1,8.193406944,4.26269523
2,10,61,1,1,0.868657022,4.771074991
2,10,18,1,1,1.139552985,2.366144326
2,10,227,1,1,5.043484347,3.345116423
2,10,74,1,1,2.241749838,5.077943098
2,10,74,1,1,3.258875272,5.486959737
2,10,48,1,1,1.525608209,2.467453583
2,10,47,1,1,3.760417784,3.787551278
2,10,20,1,1,1.228241416,4.051369101
2,10,122,1,1,5.048521473,5.248696216
2,10,25,1,1,2.283143122,2.474686154
2,10,64,1,1,0.619103223,2.107501031
2,10,293,1,1,7.402906294,2.691741575
2,10,82,1,1,0.828971015,5.839881407
2,10,51,1,1,1.726610866,3.598088032
2,10,310,1,1,3.902181965,6.82705133
2,10,202,1,1,0.432220898,6.010040806
2,10,132,1,1,0.407951304,4.025428944
2,10,112,1,1,4.064105849,5.463736889
2,10,75,1,1,4.062282459,5.32481717
2,10,120,1,1,2.163804191,4.384717614
2,10,695,1,1,8.966097893,5.930879695
2,10,297,1,1,8.840528802,6.984612602
2,10,109,1,1,4.424890222,6.01845869
2,10,189,1,1,3.421693099,6.43366667
2,10,118,1,1,2.178817861,5.501750848
2,10,780,1,1,8.052809693,6.588342961
2,10,48,1,1,5.489101783,2.684899894
2,10,156,1,1,9.762035159,2.779540726
2,10,75,1,1,8.373692723,2.625317561
2,10,61,1,1,8.167135892,2.35142067
2,10,46,1,1,6.150273205,5.042886269
2,10,102,1,1,1.994009958,5.858494639
2,10,492,1,1,8.927770186,3.105207193
2,10,162,1,1,2.531672943,3.837615401
2,10,859,1,1,9.852909876,6.283652024
2,10,166,1,1,4.18855925,3.949383795
2,10,96,1,1,7.754648689,2.187187811
2,10,73,1,1,5.979716824,2.278889724
2,10,171,1,1,9.796207077,4.149842278
2,10,451,1,1,4.81244603,4.048375433
2,10,76,1,1,4.678422154,6.145807684
2,10,190,1,1,9.491636662,4.023296933
2,10,338,1,1,4.800952983,6.987520382
2,10,81,1,1,1.41149062,5.988520393
2,10,170,1,1,5.242972138,3.373381057
2,10,138,1,1,5.938251802,2.018836189
2,10,36,1,1,0.685368009,4.355179008
2,10,268,1,1,7.399549335,4.228964256
2,10,117,1,1,1.441457804,2.266817199
2,10,220,1,1,4.193290116,5.794179652
2,10,31,1,1,4.745707318,5.770109235
2,10,387,1,1,5.373976371,4.94987665
3,1,128,1,1,8.495816942,2.932602093
3,1,40,1,1,3.809502685,6.721414269
3,1,455,1,1,7.47339961,5.01245657
3,1,53,1,1,6.850987962,2.302729371
3,1,27,1,1,1.770007984,2.095054836
3,1,105,1,1,9.410825453,2.903067085
3,1,77,1,1,9.400645657,6.525961823
3,1,400,1,1,9.558522051,4.604791409
3,1,74,1,1,9.725035203,4.044011732
3,1,32,1,1,5.481434016,4.151572763
3,1,36,1,1,0.888280315,5.567041593
3,1,168,1,1,4.518799966,4.546132035
3,1,68,1,1,9.680099595,4.730429371
3,1,106,1,1,4.013538058,6.470535288
3,1,87,1,1,5.920530904,5.868268065
3,1,183,1,1,8.86841238,2.751830289
3,1,89,1,1,2.416625711,2.708349941
3,1,239,1,1,5.869928744,4.071086887
3,1,100,1,1,6.204260314,6.746838549
3,1,110,1,1,3.297728741,6.537436631
3,1,20,1,1,1.214405145,2.610071918
3,1,837,1,1,7.03723033,6.258825914
3,1,88,1,1,1.416465615,3.810169763
3,1,232,1,1,5.90880867,4.123611659
3,1,38,1,1,1.17810873,2.232345111
3,1,155,1,1,5.106443699,4.411329672
3,1,7,1,1,0.22273398,2.493416717
3,1,1,1,1,5.134692918,2.250290793
3,1,407,1,1,4.972588151,3.817598738
3,1,29,1,1,9.429452363,4.949806968
3,1,258,1,1,7.960849712,4.461664837
3,1,17,1,1,0.482369247,2.906761185
3,1,1055,1,1,9.266001323,5.250561414
3,1,102,1,1,6.297262148,5.717093485
3,1,16,1,1,9.645234656,2.483287635
3,1,206,1,1,8.157215651,5.545674681
3,1,223,1,1,9.431461845,4.189322118
3,1,39,1,1,7.105499988,2.650955426
3,1,215,1,1,4.313479843,5.96041637
3,1,19,1,1,0.037538865,2.878966926
3,1,245,1,1,6.45768584,5.903017483
3,1,116,1,1,7.175411373,3.746267694
3,1,59,1,1,7.932728219,3.003232956
3,1,55,1,1,1.309125561,5.871593322
3,1,209,1,1,8.441260364,6.358193971
3,1,17,1,1,2.095132796,2.740969445
3,1,31,1,1,8.662005605,4.652384745
3,1,35,1,1,1.014443231,2.894103856
3,1,26,1,1,5.192267923,4.850927669
3,1,60,1,1,5.09142873,4.57960397
3,1,127,1,1,0.313326471,3.56278345
3,1,107,1,1,3.729757688,5.661555398
3,1,82,1,1,9.598571356,6.333669912
3,1,34,1,1,3.547178646,6.649627825
3,1,157,1,1,4.38982198,4.825842972
3,1,110,1,1,3.293042308,2.453646834
3,1,35,1,1,5.447863228,4.516946365
3,1,106,1,1,4.13509174,6.589496954
3,1,14,1,1,3.433823322,3.578248127
3,1,77,1,1,4.427399163,3.045921672
3,1,67,1,1,8.213556381,4.178162908
3,1,110,1,1,7.70893713,2.882179894
3,1,126,1,1,2.607144569,3.572375484
3,1,10,1,1,0.252044446,3.23087835
3,1,91,1,1,4.800789703,4.915811979
3,1,32,1,1,4.437869494,3.612037237
3,1,177,1,1,7.765429352,3.508606923
3,1,108,1,1,5.063238614,5.975014557
3,1,379,1,1,7.931799491,6.106296045
3,1,5,1,1,1.940115144,5.697833314
3,1,157,1,1,8.863994738,3.186079515
3,1,99,1,1,1.124809738,5.823812168
3,1,109,1,1,0.444884287,6.8845822
3,1,181,1,1,8.561902004,6.82671405
3,1,83,1,1,6.770774498,2.865801123
3,1,18,1,1,0.159138137,3.423078986
3,1,126,1,1,3.623879768,3.957533775
3,1,89,1,1,0.315971284,4.010682116
3,1,69,1,1,5.424444698,4.613660221
3,1,142,1,1,0.274729746,6.305826662
3,1,67,1,1,2.316844858,5.227385274
3,1,44,1,1,1.452507416,3.228834606
3,1,94,1,1,1.333220747,6.013258469
3,1,211,1,1,4.913522237,5.820338817
3,1,42,1,1,8.277485183,3.304452501
3,1,208,1,1,9.377951781,6.435380488
3,1,116,1,1,8.971551776,5.511481798
3,1,3,1,1,2.840526997,3.241569814
3,1,80,1,1,7.943496312,6.407285479
3,1,237,1,1,3.739945924,5.499433622
3,1,45,1,1,7.449017535,6.092377798
3,1,148,1,1,6.927140056,6.096350229
3,1,66,1,1,7.983656546,3.598801823
3,1,163,1,1,8.715456474,6.187494959
3,1,1,1,1,4.555244199,6.286113688
3,1,47,1,1,5.719290421,5.479285325
3,1,74,1,1,0.90058821,5.286566016
3,1,169,1,1,7.158416154,5.991295906
3,1,202,1,1,6.830354043,5.257677986
3,1,63,1,1,2.392564153,2.872571938
3,1,341,1,1,8.00882673,5.266110057
3,1,21,1,1,7.286479513,3.652686978
3,1,60,1,1,5.3497327,2.092193018
3,1,173,1,1,7.858047964,3.050933122
3,1,42,1,1,3.026639337,3.631607189
3,1,145,1,1,5.160798033,2.425274362
3,1,68,1,1,5.639733252,5.151716476
3,1,58,1,1,1.44943508,4.166669321
3,1,231,1,1,7.167284165,4.696479833
3,1,90,1,1,6.504829726,5.292466894
3,1,289,1,1,9.334285783,5.366590581
3,1,281,1,1,3.197196727,6.819046266
3,1,38,1,1,7.016474972,4.854713155
3,1,64,1,1,7.111284217,2.139892595
3,1,61,1,1,7.158176465,3.31110473
3,1,87,1,1,7.7126808,4.535495034
3,1,17,1,1,3.042696985,5.831482895
3,1,82,1,1,8.017201039,5.892147293
3,1,312,1,1,9.638978077,3.985032852
3,1,51,1,1,6.185758294,3.831360714
3,1,512,1,1,9.835640526,4.691033891
3,1,57,1,1,4.166230174,3.538794573
3,1,9,1,1,3.998746346,2.558480228
3,1,271,1,1,7.730182253,2.492575244
3,1,54,1,1,2.578165633,3.986415725
3,1,56,1,1,4.684384241,5.177168315
3,1,78,1,1,4.711954128,2.433451563
3,1,189,1,1,8.154394174,5.361862376
3,1,294,1,1,8.64447834,6.906814073
3,1,42,1,1,3.785880113,3.154743864
3,1,138,1,1,7.581414515,6.416292631
3,1,30,1,1,2.353663596,6.353065346
3,1,38,1,1,0.452889604,5.518689825
3,1,61,1,1,4.721557338,6.538087123
3,1,81,1,1,6.574221209,2.816836419
3,1,27,1,1,5.712094906,4.317787527
3,1,55,1,1,2.148003636,3.565153042
3,1,186,1,1,3.047132626,6.841746665
3,1,126,1,1,7.758016185,4.686780378
3,1,144,1,1,6.341549751,6.466807661
3,1,59,1,1,0.926702974,5.698815478
3,1,127,1,1,7.914456958,4.151668426
3,1,96,1,1,0.48268136,6.220032464
3,1,14,1,1,1.742555647,4.862315172
3,1,189,1,1,3.089879061,5.746000155
3,1,26,1,1,3.191527181,3.49248102
3,1,95,1,1,5.882709196,2.976978064
3,1,169,1,1,6.136775461,3.187691816
3,1,58,1,1,2.43777693,3.204377873
3,1,61,1,1,0.626256778,2.458006469
3,1,130,1,1,9.237986918,5.768012508
3,1,142,1,1,7.226948725,3.362764719
3,1,134,1,1,1.670082376,4.810631575
3,1,231,1,1,8.738231073,5.278453294
3,1,10,1,1,9.843290211,5.599842234
3,1,32,1,1,0.268415314,2.371384569
3,1,23,1,1,7.715763141,3.49041658
3,1,26,1,1,7.020185854,5.456583341
3,1,116,1,1,7.91448029,5.760323742
3,1,116,1,1,9.930854296,5.195212675
3,1,39,1,1,1.156795227,3.733938997
3,1,62,1,1,2.361856741,4.822830242
3,1,348,1,1,9.182571431,3.346355168
3,1,171,1,1,7.759744877,5.080904152
3,1,184,1,1,7.662717291,4.70374367
3,1,111,1,1,7.591307212,5.270727811
3,1,288,1,1,7.472598989,5.368119146
3,1,166,1,1,7.178975251,2.911775409
3,1,73,1,1,5.867682335,6.20821741
3,1,452,1,1,4.824598395,6.926504761
3,1,145,1,1,2.583886662,6.434539027
3,1,254,1,1,4.82531929,5.934091102
3,1,50,1,1,8.391131511,4.933690013
3,1,74,1,1,9.083732278,4.358969163
3,1,106,1,1,2.694129202,5.919456917
3,1,21,1,1,0.121706886,3.297766697
3,1,42,1,1,1.851475297,3.430964997
3,1,6,1,1,6.636454583,4.448484403
3,1,55,1,1,5.949281707,5.848083222
3,1,18,1,1,9.660820833,4.382521576
3,1,21,1,1,3.792840208,5.307596512
3,1,76,1,1,7.487357731,2.175888169
3,1,235,1,1,5.665386444,6.399269347
3,1,62,1,1,9.218378004,4.499366325
3,1,360,1,1,9.335640667,3.017902192
3,1,90,1,1,2.897606222,4.394967335
3,1,128,1,1,9.147062075,3.06251268
3,1,121,1,1,1.130347452,6.787533939
3,1,102,1,1,3.617985971,4.818073064
3,1,127,1,1,8.654039741,2.882554685
3,1,182,1,1,3.561291604,4.527015881
3,1,158,1,1,4.721551104,4.041918237
3,1,52,1,1,4.574503572,5.011735773
3,1,8,1,1,2.801720167,5.303566273
3,1,96,1,1,8.398420971,2.890026571
3,1,431,1,1,2.263003331,4.889052895
3,1,94,1,1,4.42370785,2.333640798
3,1,151,1,1,5.043747569,3.17174726
3,1,166,1,1,3.799721422,4.363197472
3,1,136,1,1,5.656492454,3.889656868
3,2,26,1,1,4.841819819,2.40117588
3,2,59,1,1,5.39961373,5.963619779
3,2,95,1,1,2.166285166,6.779574072
3,2,67,1,1,3.66578388,6.787583389
3,2,106,1,1,5.328229956,3.070806934
3,2,47,1,1,1.617379189,3.622116993
3,2,80,1,1,5.99885421,5.904912968
3,2,13,1,1,1.847311359,2.158517829
3,2,160,1,1,6.306390918,6.834112832
3,2,105,1,1,8.282575823,6.449682337
3,2,283,1,1,9.554951751,6.767806689
3,2,80,1,1,0.407457299,6.112947513
3,2,209,1,1,9.40351738,5.781494323
3,2,73,1,1,5.151768,5.815838977
3,2,214,1,1,8.91476492,2.056693133
3,2,327,1,1,9.846804717,5.944235433
3,2,516,1,1,9.820817249,6.233665579
3,2,69,1,1,7.823464334,2.205514056
3,2,227,1,1,9.98719302,3.444268233
3,2,31,1,1,0.019146579,3.599488827
3,2,102,1,1,2.098465312,6.563520406
3,2,102,1,1,3.958568493,6.786174191
3,2,136,1,1,5.413198179,4.04887901
3,2,38,1,1,4.958367245,2.780442539
3,2,90,1,1,3.917781308,4.357876663
3,2,167,1,1,8.434954772,2.678729671
3,2,125,1,1,1.396962246,5.287521227
3,2,56,1,1,3.00892245,6.869350756
3,2,32,1,1,0.844711709,2.280525577
3,2,33,1,1,1.300377429,3.129055288
3,2,60,1,1,3.898231255,6.493824787
3,2,68,1,1,7.215038812,3.093332449
3,2,104,1,1,1.989581852,5.9258126
3,2,97,1,1,9.137575904,4.394567488
3,2,179,1,1,0.492683361,5.881829504
3,2,43,1,1,6.924824189,3.21946691
3,2,145,1,1,9.549030731,4.844511577
3,2,15,1,1,0.752018439,3.746954969
3,2,382,1,1,2.247528684,6.112496796
3,2,17,1,1,2.481576845,4.532192728
3,2,210,1,1,2.548670169,4.052368153
3,2,104,1,1,4.989042717,3.633090475
3,2,63,1,1,1.079788649,2.699171575
3,2,71,1,1,3.748406274,5.006751085
3,2,52,1,1,4.370621053,4.858260998
3,2,64,1,1,5.703728403,2.100864235
3,2,17,1,1,4.955642219,5.25183179
3,2,8,1,1,2.625801273,4.326527745
3,2,146,1,1,8.42753965,2.378833757
3,2,66,1,1,9.098051457,5.584390071
3,2,342,1,1,4.411102712,6.228344771
3,2,57,1,1,0.583450609,5.847744197
3,2,285,1,1,9.701748259,3.745614851
3,2,11,1,1,2.099989653,2.887582803
3,2,300,1,1,6.229194221,4.731675711
3,2,132,1,1,3.745347328,6.996254762
3,2,395,1,1,7.311688312,2.578267045
3,2,58,1,1,9.838723081,3.476917489
3,2,64,1,1,1.262227564,5.258676932
3,2,350,1,1,7.631166284,6.745958885
3,2,151,1,1,5.155525145,4.425215047
3,2,98,1,1,2.374556586,5.529064856
3,2,265,1,1,6.596794873,6.184006612
3,2,294,1,1,9.402382164,6.145697662
3,2,508,1,1,8.677991361,6.593566218
3,2,167,1,1,4.409131202,3.726659572
3,2,88,1,1,2.540822829,6.853102463
3,2,122,1,1,2.233891575,6.832290065
3,2,596,1,1,7.598586955,6.055017116
3,2,242,1,1,8.802891979,4.303300584
3,2,35,1,1,6.342040757,3.445380075
3,2,21,1,1,9.34734552,2.232491297
3,2,25,1,1,5.213124195,6.504385254
3,2,18,1,1,3.238115766,4.990061728
3,2,32,1,1,2.46267441,3.242771544
3,2,164,1,1,7.577235631,6.383957868
3,2,48,1,1,3.76728034,6.632297143
3,2,193,1,1,7.958230802,2.549725725
3,2,125,1,1,8.329428269,4.860896404
3,2,65,1,1,9.375857537,5.206600468
3,2,40,1,1,2.894542838,2.778561145
3,2,586,1,1,6.964245339,3.647183462
3,2,54,1,1,2.450117769,3.131139933
3,2,100,1,1,2.9643046,4.145380736
3,2,204,1,1,8.962163541,4.497460215
3,2,472,1,1,9.926447287,4.880100503
3,2,64,1,1,1.807616825,3.76663667
3,2,122,1,1,4.585000791,2.653838311
3,2,71,1,1,4.899344021,5.376260351
3,2,84,1,1,3.035068855,2.966546079
3,2,46,1,1,2.275740539,6.22905851
3,2,182,1,1,9.013195118,5.461631882
3,2,51,1,1,1.690486258,3.856165325
3,2,121,1,1,4.600536789,3.238199129
3,2,112,1,1,4.887968031,5.482794999
3,2,681,1,1,9.894502227,6.523097744
3,2,103,1,1,3.952512576,5.187087749
3,2,59,1,1,3.771677631,5.953957698
3,2,19,1,1,3.884331286,4.993925531
3,2,149,1,1,8.514450244,4.547697527
3,2,88,1,1,8.148783573,4.91171859
3,2,113,1,1,3.07592182,6.891860238
3,2,88,1,1,1.128572225,3.07675177
3,2,67,1,1,7.909552098,2.782480754
3,2,228,1,1,3.031044414,6.929441862
3,2,72,1,1,7.018205141,2.680679156
3,2,47,1,1,6.090877786,3.623528989
3,2,92,1,1,1.462512014,4.789515656
3,2,166,1,1,9.452423543,3.090214572
3,2,104,1,1,1.444604316,5.011442335
3,2,37,1,1,8.630178107,3.165300976
